REGI,TYPO,TAG,IS_TYPO,RLEN,TLEN,TYPO_ENCOUNTER_TIME,VISUAL_SIMILARITY,KEYBOARD_DISTANCE,META_PHONE_DISTANCE,BIGRAM_SIMILARITY,EDIT_DISTANCE,TIME_DISTANCE,SOUNDEX_DISTANCE
bcb.com.bd,c4cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.577000000 AM,0.47,3,3,0.84,2,1.22,1
acb.com.bd,c4cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.577000000 AM,0.51,3,3,0.84,2,1.78,1
bcb.com.bd,cmcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.698000000 AM,0.47,3,3,0.84,2,1.09,3
acb.com.bd,cmcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.698000000 AM,0.51,3,3,0.84,2,1.66,3
bcb.com.bd,0scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.766000000 AM,0.47,3,3,0.84,2,1.03,3
acb.com.bd,0scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.766000000 AM,0.47,2,3,0.84,2,1.59,3
bcb.com.bd,iscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.793000000 AM,0.47,3,1,0.84,2,1,3
acb.com.bd,iscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.793000000 AM,0.47,2,1,0.84,2,1.56,2
bcb.com.bd,zbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.01.830000000 AM,0.67,1,3,0.95,1,0.96,2
acb.com.bd,zbcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.830000000 AM,0.47,2,3,0.84,2,1.52,3
acb.com.bd,cdacb.com.bd,2018-02,0,10,12,08-FEB-18 11.00.01.856000000 AM,0.45,2,3,0.9,2,1.5,3
bcb.com.bd,6zcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.01.890000000 AM,0.52,3,3,0.84,2,0.9,1
acb.com.bd,6zcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.890000000 AM,0.47,2,3,0.84,2,1.46,1
bcb.com.bd,4bcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.220000000 AM,0.67,1,0,0.95,1,0.57,0
acb.com.bd,4bcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.220000000 AM,0.47,3,1,0.84,2,1.13,1
bcb.com.bd,iscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.226000000 AM,0.47,3,1,0.84,2,0.57,3
acb.com.bd,iscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.226000000 AM,0.47,2,1,0.84,2,1.13,2
bcb.com.bd,cscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.259000000 AM,0.47,3,3,0.84,2,0.53,3
acb.com.bd,cscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.259000000 AM,0.51,2,3,0.84,2,1.1,3
bcb.com.bd,fbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.331000000 AM,0.67,1,1,0.95,1,0.46,2
acb.com.bd,fbcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.331000000 AM,0.47,3,1,0.84,2,1.02,3
bcb.com.bd,4bcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.342000000 AM,0.67,1,0,0.95,1,0.45,0
acb.com.bd,4bcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.342000000 AM,0.47,3,1,0.84,2,1.01,1
bcb.com.bd,jzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.459000000 AM,0.47,3,3,0.84,2,0.33,3
acb.com.bd,jzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.459000000 AM,0.47,2,3,0.84,2,0.9,3
bcb.com.bd,rzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.500000000 AM,0.47,3,1,0.84,2,0.29,3
acb.com.bd,rzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.500000000 AM,0.47,2,1,0.84,2,0.85,3
bcb.com.bd,cacb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.595000000 AM,0.47,3,1,0.84,2,0.2,1
acb.com.bd,cacb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.595000000 AM,0.67,1,1,0.95,1,0.76,1
bcb.com.bd,nzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.635000000 AM,0.47,2,1,0.84,2,0.16,3
acb.com.bd,nzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.635000000 AM,0.47,2,1,0.84,2,0.72,3
bcb.com.bd,nocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.692000000 AM,0.47,2,1,0.84,2,0.1,1
acb.com.bd,nocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.692000000 AM,0.52,3,1,0.84,2,0.66,1
bcb.com.bd,cscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.760000000 AM,0.47,3,3,0.84,2,0.03,3
acb.com.bd,cscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.760000000 AM,0.51,2,3,0.84,2,0.59,3
bcb.com.bd,gicb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.762000000 AM,0.47,2,1,0.84,2,0.03,1
acb.com.bd,gicb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.762000000 AM,0.47,3,1,0.84,2,0.59,1
acb.com.bd,n2cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.121000000 AM,0.47,3,1,0.84,2,0.23,1
acb.com.bd,g1cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.327000000 AM,0.47,3,3,0.84,2,0.03,1
acb.com.bd,cicb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.375000000 AM,0.51,3,1,0.84,2,0.04,1
acb.com.bd,wscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.385000000 AM,0.47,2,1,0.84,2,0.03,3
acb.com.bd,c7cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.390000000 AM,0.51,3,3,0.84,2,0.03,1
bcb.com.bd,qscb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.58.939000000 AM,0.47,3,3,0.84,2,4.62,3
bcb.com.bd,gvcb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.641000000 AM,0.47,2,3,0.84,2,3.91,3
bcb.com.bd,cycb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.660000000 AM,0.47,3,1,0.84,2,3.9,1
bcb.com.bd,cfcb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.683000000 AM,0.47,2.41,3,0.84,2,3.87,3
bcb.com.bd,gscb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.729000000 AM,0.47,2,3,0.84,2,3.83,3
csb.com.bd,csbb.com.bd,2018-02,1,10,11,08-FEB-18 10.59.59.748000000 AM,0.69,1,0,0.95,1,0.78,0
bcb.com.bd,ibcb.com.bd,2018-02,1,10,11,08-FEB-18 10.59.59.846000000 AM,0.67,1,3,0.95,1,3.71,2
bcb.com.bd,c4cb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.855000000 AM,0.47,3,3,0.84,2,3.7,1
bcb.com.bd,obcb.com.bd,2018-02,1,10,11,08-FEB-18 10.59.59.872000000 AM,0.67,1,3,0.95,1,3.68,2
bcb.com.bd,gvcb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.875000000 AM,0.47,2,3,0.84,2,3.68,3
bcb.com.bd,obcb.com.bd,2018-02,1,10,11,08-FEB-18 10.59.59.882000000 AM,0.67,1,3,0.95,1,3.67,2
bcb.com.bd,c9cb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.885000000 AM,0.47,3,3,0.84,2,3.67,1
bcb.com.bd,gvcb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.896000000 AM,0.47,2,3,0.84,2,3.66,3
bcb.com.bd,cgcb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.918000000 AM,0.47,2,3,0.84,2,3.64,1
bcb.com.bd,0bcb.com.bd,2018-02,1,10,11,08-FEB-18 10.59.59.935000000 AM,0.67,1,0,0.95,1,3.62,0
bcb.com.bd,glcb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.952000000 AM,0.47,2,3,0.84,2,3.6,3
bcb.com.bd,nccb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.959000000 AM,0.47,2,1,0.84,2,3.6,1
bcb.com.bd,2scb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.59.964000000 AM,0.47,3,3,0.84,2,3.59,3
bcb.com.bd,tzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.005000000 AM,0.47,3,1,0.84,2,3.55,3
bcb.com.bd,gfcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.078000000 AM,0.47,2,3,0.84,2,3.48,3
bcb.com.bd,1scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.110000000 AM,0.47,3,3,0.84,2,3.45,3
bcb.com.bd,qscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.131000000 AM,0.47,3,3,0.84,2,3.42,3
bcb.com.bd,3bcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.138000000 AM,0.67,1,0,0.95,1,3.42,0
bcb.com.bd,c4cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.149000000 AM,0.47,3,3,0.84,2,3.41,1
csb.com.bd,csbb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.151000000 AM,0.69,1,0,0.95,1,0.38,0
csb.com.bd,cdcsb.com.bd,2018-02,0,10,12,08-FEB-18 11.00.00.160000000 AM,0.45,2,2,0.9,2,0.37,3
bcb.com.bd,n6cb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.162000000 AM,0.52,2,1,0.84,2,3.39,1
bcb.com.bd,1scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.183000000 AM,0.47,3,3,0.84,2,3.37,3
bcb.com.bd,nlcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.217000000 AM,0.47,2,3,0.84,2,3.34,3
bcb.com.bd,vscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.217000000 AM,0.47,2,1,0.84,2,3.34,3
bcb.com.bd,qscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.225000000 AM,0.47,3,3,0.84,2,3.33,3
bcb.com.bd,dzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.253000000 AM,0.51,3,1,0.84,2,3.3,3
bcb.com.bd,necb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.253000000 AM,0.47,2,1,0.84,2,3.3,1
bcb.com.bd,uscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.265000000 AM,0.47,3,1,0.84,2,3.29,3
bcb.com.bd,8scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.270000000 AM,0.47,3,3,0.84,2,3.29,3
bcb.com.bd,n6cb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.275000000 AM,0.52,2,1,0.84,2,3.28,1
csb.com.bd,csob.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.291000000 AM,0.69,1,0,0.84,1,0.24,0
bcb.com.bd,gjcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.309000000 AM,0.47,2,3,0.84,2,3.25,3
bcb.com.bd,qscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.314000000 AM,0.47,3,3,0.84,2,3.24,3
bcb.com.bd,nbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.316000000 AM,0.67,1,3,0.95,1,3.24,2
bcb.com.bd,escb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.319000000 AM,0.47,3,1,0.84,2,3.24,3
bcb.com.bd,ghcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.330000000 AM,0.51,2,3,0.84,2,3.23,1
bcb.com.bd,nvcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.334000000 AM,0.47,2,3,0.84,2,3.22,3
bcb.com.bd,c4cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.334000000 AM,0.47,3,3,0.84,2,3.22,1
bcb.com.bd,uscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.354000000 AM,0.47,3,1,0.84,2,3.2,3
bcb.com.bd,xscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.388000000 AM,0.47,3,3,0.84,2,3.17,3
bcb.com.bd,qscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.400000000 AM,0.47,3,3,0.84,2,3.16,3
bcb.com.bd,yscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.412000000 AM,0.47,3,1,0.84,2,3.14,3
bcb.com.bd,necb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.416000000 AM,0.47,2,1,0.84,2,3.14,1
bcb.com.bd,1scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.425000000 AM,0.47,3,3,0.84,2,3.13,3
bcb.com.bd,lscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.434000000 AM,0.47,3,1,0.84,2,3.12,3
csb.com.bd,cdcsb.com.bd,2018-02,0,10,12,08-FEB-18 11.00.00.445000000 AM,0.45,2,2,0.9,2,0.08,3
bcb.com.bd,vzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.446000000 AM,0.47,2,1,0.84,2,3.11,3
bcb.com.bd,9zcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.451000000 AM,0.47,3,3,0.84,2,3.1,1
csb.com.bd,gzsb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.469000000 AM,0.47,3,1,0.84,2,0.06,2
bcb.com.bd,nxcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.478000000 AM,0.47,2,1,0.84,2,3.08,3
bcb.com.bd,4scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.502000000 AM,0.47,3,3,0.84,2,3.05,3
csb.com.bd,cs6b.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.523000000 AM,0.69,1,0,0.84,1,0.01,0
bcb.com.bd,uscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.539000000 AM,0.47,3,1,0.84,2,3.02,3
bcb.com.bd,1scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.568000000 AM,0.47,3,3,0.84,2,2.99,3
bcb.com.bd,7scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.596000000 AM,0.47,3,3,0.84,2,2.96,3
bcb.com.bd,6scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.597000000 AM,0.52,3,3,0.84,2,2.96,3
bcb.com.bd,g8cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.606000000 AM,0.47,2,3,0.84,2,2.95,1
bcb.com.bd,nxcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.610000000 AM,0.47,2,1,0.84,2,2.95,3
bcb.com.bd,gscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.649000000 AM,0.47,2,3,0.84,2,2.91,3
bcb.com.bd,nlcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.653000000 AM,0.47,2,3,0.84,2,2.9,3
bcb.com.bd,sbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.655000000 AM,0.67,1,3,0.95,1,2.9,2
bcb.com.bd,0bcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.707000000 AM,0.67,1,0,0.95,1,2.85,0
bcb.com.bd,3scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.731000000 AM,0.47,3,3,0.84,2,2.82,3
bcb.com.bd,uscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.834000000 AM,0.47,3,1,0.84,2,2.72,3
bcb.com.bd,nncb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.847000000 AM,0.47,2,1,0.84,2,2.71,1
bcb.com.bd,cocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.864000000 AM,0.47,3,1,0.84,2,2.69,1
bcb.com.bd,3scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.871000000 AM,0.47,3,3,0.84,2,2.68,3
bcb.com.bd,nncb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.873000000 AM,0.47,2,1,0.84,2,2.68,1
bcb.com.bd,lscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.882000000 AM,0.47,3,1,0.84,2,2.67,3
bcb.com.bd,nlcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.909000000 AM,0.47,2,3,0.84,2,2.65,3
bcb.com.bd,ozcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.912000000 AM,0.47,3,1,0.84,2,2.64,3
bcb.com.bd,ascb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.920000000 AM,0.47,3,1,0.84,2,2.64,3
bcb.com.bd,cocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.931000000 AM,0.47,3,1,0.84,2,2.62,1
bcb.com.bd,ibcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.00.931000000 AM,0.67,1,3,0.95,1,2.62,2
bcb.com.bd,g8cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.983000000 AM,0.47,2,3,0.84,2,2.57,1
bcb.com.bd,ozcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.00.990000000 AM,0.47,3,1,0.84,2,2.57,3
bcb.com.bd,nzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.027000000 AM,0.47,2,1,0.84,2,2.53,3
bcb.com.bd,nzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.063000000 AM,0.47,2,1,0.84,2,2.49,3
bcb.com.bd,ascb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.075000000 AM,0.47,3,1,0.84,2,2.48,3
bcb.com.bd,ascb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.093000000 AM,0.47,3,1,0.84,2,2.46,3
bcb.com.bd,kscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.127000000 AM,0.47,3,3,0.84,2,2.43,3
bcb.com.bd,c3cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.135000000 AM,0.47,3,3,0.84,2,2.42,1
bcb.com.bd,nicb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.138000000 AM,0.47,2,1,0.84,2,2.42,1
bcb.com.bd,cccb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.149000000 AM,0.47,3,3,0.84,2,2.41,1
bcb.com.bd,cycb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.171000000 AM,0.47,3,1,0.84,2,2.38,1
bcb.com.bd,cocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.189000000 AM,0.47,3,1,0.84,2,2.37,1
bcb.com.bd,2zcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.205000000 AM,0.47,3,3,0.84,2,2.35,1
bcb.com.bd,ozcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.215000000 AM,0.47,3,1,0.84,2,2.34,3
bcb.com.bd,cccb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.236000000 AM,0.47,3,3,0.84,2,2.32,1
bcb.com.bd,cpcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.281000000 AM,0.47,3,3,0.84,2,2.27,2
bcb.com.bd,2zcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.297000000 AM,0.47,3,3,0.84,2,2.26,1
bcb.com.bd,cocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.384000000 AM,0.47,3,1,0.84,2,2.17,1
bcb.com.bd,rzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.386000000 AM,0.47,3,1,0.84,2,2.17,3
bcb.com.bd,cxcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.427000000 AM,0.47,3,3,0.84,2,2.13,3
bcb.com.bd,cccb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.628000000 AM,0.47,3,3,0.84,2,1.93,1
bcb.com.bd,cqcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.641000000 AM,0.47,3,3,0.84,2,1.91,1
bcb.com.bd,cycb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.658000000 AM,0.47,3,1,0.84,2,1.9,1
bcb.com.bd,iscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.663000000 AM,0.47,3,1,0.84,2,1.89,3
bcb.com.bd,tscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.689000000 AM,0.47,3,1,0.84,2,1.87,3
bcb.com.bd,cncb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.732000000 AM,0.47,2,3,0.84,2,1.82,3
bcb.com.bd,vzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.732000000 AM,0.47,2,1,0.84,2,1.82,3
bcb.com.bd,rzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.745000000 AM,0.47,3,1,0.84,2,1.81,3
bcb.com.bd,nicb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.788000000 AM,0.47,2,1,0.84,2,1.77,1
bcb.com.bd,tscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.01.880000000 AM,0.47,3,1,0.84,2,1.68,3
bcb.com.bd,c4cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.004000000 AM,0.47,3,3,0.84,2,1.55,1
bcb.com.bd,gbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.038000000 AM,0.67,1,3,0.95,1,1.52,2
bcb.com.bd,cvcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.053000000 AM,0.47,2,3,0.84,2,1.5,3
bcb.com.bd,c-cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.068000000 AM,0.47,3,3,0.84,2,1.49,1
bcb.com.bd,hbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.096000000 AM,0.67,1,3,0.95,1,1.46,0
bcb.com.bd,cscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.139000000 AM,0.47,3,3,0.84,2,1.42,3
bcb.com.bd,n-cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.220000000 AM,0.47,2,1,0.84,2,1.34,1
bcb.com.bd,kscb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.265000000 AM,0.47,3,3,0.84,2,1.29,3
bcb.com.bd,0scb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.268000000 AM,0.47,3,3,0.84,2,1.29,3
bcb.com.bd,hzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.274000000 AM,0.51,2.41,1,0.84,2,1.28,1
bcb.com.bd,hbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.381000000 AM,0.67,1,3,0.95,1,1.17,0
bcb.com.bd,qzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.523000000 AM,0.47,3,3,0.84,2,1.03,3
bcb.com.bd,3bcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.706000000 AM,0.67,1,0,0.95,1,0.85,0
bcb.com.bd,4bcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.723000000 AM,0.67,1,0,0.95,1,0.83,0
bcb.com.bd,cxcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.795000000 AM,0.47,3,3,0.84,2,0.76,3
bcb.com.bd,zbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.945000000 AM,0.67,1,3,0.95,1,0.61,2
bcb.com.bd,hbcb.com.bd,2018-02,1,10,11,08-FEB-18 11.00.02.948000000 AM,0.67,1,3,0.95,1,0.61,0
bcb.com.bd,nzcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.956000000 AM,0.47,2,1,0.84,2,0.6,3
bcb.com.bd,nccb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.02.982000000 AM,0.47,2,1,0.84,2,0.57,1
bcb.com.bd,nocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.114000000 AM,0.47,2,1,0.84,2,0.44,1
bcb.com.bd,gycb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.413000000 AM,0.47,2,1,0.84,2,0.14,1
bcb.com.bd,g2cb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.426000000 AM,0.47,2,3,0.84,2,0.13,1
bcb.com.bd,nlcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.468000000 AM,0.47,2,3,0.84,2,0.09,3
bcb.com.bd,gocb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.503000000 AM,0.47,2,1,0.84,2,0.05,1
bcb.com.bd,cpcb.com.bd,2018-02,0,10,11,08-FEB-18 11.00.03.509000000 AM,0.47,3,3,0.84,2,0.05,2
kaizengroup.com.bd,kaizegroup.com.bd,2018-02,1,18,17,09-FEB-18 03.52.01.979000000 AM,0.79,1,2,0.91,1,0,2
kaizengroup.com.bd,kaizegroup.com.bd,2018-02,1,18,17,09-FEB-18 04.07.16.619000000 AM,0.79,1,2,0.91,1,0.15,2
kaizengroup.com.bd,kaizegroup.com.bd,2018-02,1,18,17,09-FEB-18 03.52.11.679000000 AM,0.79,1,2,0.91,1,0.01,2
zrsac.edu.bd,cssac.edu.bd,2018-02,0,12,12,09-FEB-18 12.38.58.630000000 AM,0.56,3.41,4,0.82,2,6.77,3
deshi.com.bd,hashi.com.bd,2018-02,1,12,12,09-FEB-18 01.44.10.943000000 AM,0.59,4,1,0.82,2,12.94,1
kaizengroup.com.bd,kaizegroup.com.bd,2018-02,1,18,17,09-FEB-18 03.52.43.335000000 AM,0.79,1,2,0.91,1,0.01,2
kaizengroup.com.bd,kaizegroup.com.bd,2018-02,1,18,17,09-FEB-18 03.52.43.341000000 AM,0.79,1,2,0.91,1,0,2
kaizengroup.com.bd,kaizegroup.com.bd,2018-02,1,18,17,09-FEB-18 03.53.29.527000000 AM,0.79,1,2,0.91,1,0.02,2
highschool.edu.bd,school.edu.bd,2018-02,0,17,13,09-FEB-18 12.45.54.280000000 AM,0.29,4,4,0.86,4,0.02,2
highschool.edu.bd,school.edu.bd,2018-02,0,17,13,09-FEB-18 12.45.55.415000000 AM,0.29,4,4,0.86,4,1.08,2
bankasia.com.bd,ebankasia.com.bd,2018-02,1,15,16,09-FEB-18 06.26.27.752000000 AM,0.75,1,3,0.97,1,56.29,2
bcb.com.bd,g5cb.com.bd,2018-02,0,10,11,08-FEB-18 10.59.41.916000000 AM,0.47,2,3,0.84,2,36.31,1
aviationnews.com.bd,aviationnew.com.bd,2018-02,1,19,18,09-FEB-18 09.54.39.206000000 AM,0.8,1,0,0.91,1,0.01,0
kaizengroup.com.bd,kaizegroup.com.bd,2018-02,1,18,17,09-FEB-18 03.52.16.047000000 AM,0.79,1,2,0.91,1,2.28,2
primegroup.com.bd,primegroup-bd.com.bd,2018-02,1,17,20,09-FEB-18 02.46.11.287000000 AM,0.46,3,0,0.86,3,0.05,0
aviationnews.com.bd,aviationnew.com.bd,2018-02,1,19,18,09-FEB-18 06.45.38.848000000 AM,0.8,1,0,0.91,1,0,0
ame.com.bd,ame7.com.bd,2018-02,1,10,11,09-FEB-18 03.35.16.137000000 AM,0.69,1,0,0.84,1,0.09,0
aeromate.com.bd,aermate.com.bd,2018-02,1,15,14,09-FEB-18 11.38.43.580000000 AM,0.76,1,0,0.89,1,10.82,0
qubee.com.bd,qubbe.com.bd,2018-02,1,12,12,09-FEB-18 12.26.45.041000000 AM,0.73,2,0,0.91,1,15.02,0
