REGI,TYPO,TAG,IS_TYPO,RLEN,TLEN,TYPO_ENCOUNTER_TIME,VISUAL_SIMILARITY,KEYBOARD_DISTANCE,META_PHONE_DISTANCE,BIGRAM_SIMILARITY,EDIT_DISTANCE,TIME_DISTANCE,SOUNDEX_DISTANCE
massive.com.bd,massie.com.bd,2017-10,1,14,13,08-OCT-17 07.01.34.789000000 AM,0.74,1,2,0.88,1,0.74,2
matchmaker.com.bd,matc-maker.com.bd,2017-10,1,17,17,08-OCT-17 07.02.39.650000000 AM,0.8,2,0,0.88,1,10.88,3
matrix.com.bd,matric.com.bd,2017-10,1,13,13,08-OCT-17 07.03.38.636000000 AM,0.75,1,0,0.83,1,13.79,0
maximo.com.bd,maxim.com.bd,2017-10,1,13,12,08-OCT-17 07.05.12.952000000 AM,0.73,1,0,0.87,1,4.91,0
scholars.edu.bd,scholarless.edu.bd,2017-10,0,15,18,08-OCT-17 07.06.02.572000000 AM,0.47,3,1,0.84,3,1.26,1
scholars.edu.bd,scholarly.edu.bd,2017-10,1,15,16,08-OCT-17 07.06.03.506000000 AM,0.66,3,1,0.83,2,0.32,1
meditation.com.bd,medication.com.bd,2017-10,1,17,17,08-OCT-17 07.09.11.833000000 AM,0.8,2,1,0.88,1,38,1
birtan.gov.bd,birman.gov.bd,2017-10,1,13,13,08-OCT-17 07.11.27.420000000 AM,0.75,2,1,0.83,1,42.43,1
logos.com.bd,logios.com.bd,2017-10,1,12,13,08-OCT-17 07.11.28.595000000 AM,0.73,1,0,0.87,1,5.05,1
loves.com.bd,lovec.com.bd,2017-10,1,12,12,08-OCT-17 07.25.39.852000000 AM,0.73,1.41,0,0.82,1,24.46,1
loves.com.bd,loveles.com.bd,2017-10,0,12,14,08-OCT-17 07.25.48.687000000 AM,0.51,2,2,0.92,2,15.63,2
loves.com.bd,lovelis.com.bd,2017-10,0,12,14,08-OCT-17 07.25.49.969000000 AM,0.51,2,2,0.83,2,14.35,2
lovello.com.bd,lovelock.com.bd,2017-10,0,14,15,08-OCT-17 07.25.51.218000000 AM,0.48,3,0,0.81,3,3.25,0
loves.com.bd,lovem.com.bd,2017-10,1,12,12,08-OCT-17 07.25.52.163000000 AM,0.73,2,2,0.82,1,12.15,1
microelectronics.com.bd,microelectrode.com.bd,2017-10,0,23,21,08-OCT-17 07.27.19.799000000 AM,0.47,4.41,0,0.81,4,1.23,0
microelectronics.com.bd,microelectronically.com.bd,2017-10,0,23,26,08-OCT-17 07.27.20.726000000 AM,0.45,4,0,0.85,4,0.3,0
lundbeck.com.bd,lumbeck.com.bd,2017-10,1,15,14,08-OCT-17 07.36.55.284000000 AM,0.58,2,2,0.81,2,46.49,3
morningstar.com.bd,mornings.com.bd,2017-10,0,18,15,08-OCT-17 07.55.14.308000000 AM,0.43,3,0,0.84,3,0.19,0
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,08-OCT-17 08.52.17.408000000 AM,0.46,3,0,0.86,3,0,0
dhakaeducationboard.gov.bd,dhakaeducation.gov.bd,2017-10,0,26,21,08-OCT-17 10.01.56.377000000 AM,0.32,5,0,0.84,5,0,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,08-OCT-17 12.45.10.479000000 AM,0.88,1,0,0.91,1,41.9,0
daraz.com.bd,darz.com.bd,2017-10,1,12,11,08-OCT-17 12.49.14.810000000 AM,0.71,1,0,0.86,1,18.89,0
teletalk.com.bd,telealk.com.bd,2017-10,1,15,14,08-OCT-17 08.05.16.908000000 AM,0.76,1,2,0.89,1,5.68,2
mghsraj.edu.bd,mggsraj.edu.bd,2017-10,1,14,14,08-OCT-17 08.49.29.580000000 AM,0.76,1,0,0.85,1,13.06,0
polyconcrete.com.bd,polyconcrete.bd,2017-10,0,19,15,08-OCT-17 10.06.08.573000000 AM,0.33,4,0,0.88,4,0,0
jessoreboard.gov.bd,jessoreboardgov.bd,2017-10,1,19,18,08-OCT-17 10.38.18.548000000 AM,0.8,1,0,0.91,1,27.01,0
xiclassadmission.gov.bd,admission.gov.bd,2017-10,0,23,16,08-OCT-17 10.55.22.492000000 AM,0.17,7,3,0.81,7,39.53,3
teletalk.com.bd,taletalk.com.bd,2017-10,1,15,15,08-OCT-17 11.01.26.281000000 AM,0.82,2,0,0.86,1,4.2,0
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,08-OCT-17 11.06.32.073000000 AM,0.26,4,0,0.83,4,23.2,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,08-OCT-17 11.11.25.632000000 AM,0.88,1,0,0.91,1,15.94,0
teletalk.com.bd,peletalk.com.bd,2017-10,1,15,15,08-OCT-17 11.22.48.355000000 AM,0.78,2,1,0.93,1,0.3,1
cargo.com.bd,aircargo.com.bd,2017-10,0,12,15,08-OCT-17 10.47.14.723000000 AM,0.36,3,2,0.88,3,0.25,2
bgpsc.edu.bd,bgbpsc.edu.bd,2017-10,1,12,13,08-OCT-17 10.37.18.250000000 AM,0.73,1,0,0.87,1,22.32,1
jonglipirhs.edu.bd,jonglipirhs.bd,2017-10,0,18,14,08-OCT-17 10.46.37.502000000 AM,0.31,4,0,0.87,4,53.36,0
teachers.gov.bd,teacher.gov.bd,2017-10,1,15,14,08-OCT-17 12.53.22.259000000 AM,0.76,1,0,0.89,1,46.78,1
narsingdi.gov.bd,narsingdhi.gov.bd,2017-10,1,16,17,08-OCT-17 12.06.12.106000000 AM,0.78,1,0,0.9,1,2.45,0
kishoreganj.gov.bd,kishoregonj.gov.bd,2017-10,1,18,18,08-OCT-17 12.06.52.241000000 AM,0.86,2,0,0.88,1,29.83,0
dgnm.gov.bd,bgnm.gov.bd,2017-10,1,11,11,08-OCT-17 12.25.48.446000000 AM,0.76,2,1,0.9,1,20.22,3
railway.gov.bd,railwaya.gov.bd,2017-10,1,14,15,08-OCT-17 12.07.27.720000000 AM,0.76,1,0,0.89,1,10.28,0
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,08-OCT-17 11.26.56.422000000 AM,0.46,3,0,0.86,3,0,0
bgmea.com.bd,bkmea.com.bd,2017-10,1,12,12,08-OCT-17 12.40.48.303000000 AM,0.73,2,0,0.82,1,0.74,0
policy.com.bd,police.com.bd,2017-10,1,13,13,08-OCT-17 12.01.28.173000000 AM,0.75,2,0,0.83,1,12.02,0
policy.com.bd,police.com.bd,2017-10,1,13,13,08-OCT-17 12.01.32.170000000 AM,0.75,2,0,0.83,1,8.03,0
portal.com.bd,porta.com.bd,2017-10,1,13,12,08-OCT-17 12.13.26.286000000 AM,0.73,1,1,0.87,1,7.37,1
motto.com.bd,motoh.com.bd,2017-10,1,12,12,08-OCT-17 12.27.25.999000000 AM,0.59,2,0,0.82,2,46.73,0
motto.com.bd,motot.com.bd,2017-10,1,12,12,08-OCT-17 12.27.38.067000000 AM,0.73,2,2,0.82,2,34.67,2
precision.com.bd,precisian.com.bd,2017-10,1,16,16,08-OCT-17 12.33.09.262000000 AM,0.85,2,0,0.87,1,4.96,0
muchmore.com.bd,muchamore.com.bd,2017-10,1,15,16,08-OCT-17 12.40.33.908000000 AM,0.77,1,0,0.9,1,17.25,1
mosss.com.bd,moses.com.bd,2017-10,1,12,12,08-OCT-17 07.56.20.583000000 AM,0.73,1.41,2,0.82,1,14.86,0
mosss.com.bd,mosks.com.bd,2017-10,1,12,12,08-OCT-17 07.56.25.501000000 AM,0.73,2,0,0.82,1,9.94,2
mosss.com.bd,mosses.com.bd,2017-10,1,12,13,08-OCT-17 07.56.34.181000000 AM,0.73,1,2,0.87,1,1.26,0
mosss.com.bd,mossi.com.bd,2017-10,1,12,12,08-OCT-17 07.56.34.486000000 AM,0.73,2,2,0.82,1,0.96,2
motorcycle.com.bd,motocycle.com.bd,2017-10,1,17,16,08-OCT-17 07.57.04.585000000 AM,0.78,1,1,0.9,1,9.14,2
movies.com.bd,moviedoms.com.bd,2017-10,0,13,16,08-OCT-17 07.59.15.763000000 AM,0.39,3,1,0.81,3,0.96,2
magazine.com.bd,magajne.com.bd,2017-10,1,15,14,08-OCT-17 08.05.17.034000000 AM,0.66,2.41,0,0.81,2,47.65,2
magazine.com.bd,magane.com.bd,2017-10,0,15,13,08-OCT-17 08.05.32.260000000 AM,0.53,2,2,0.85,2,32.43,2
needs.com.bd,needn.com.bd,2017-10,1,12,12,08-OCT-17 08.21.38.475000000 AM,0.73,2,2,0.82,1,0.29,1
nissan.com.bd,nisan.com.bd,2017-10,1,13,12,08-OCT-17 08.34.17.639000000 AM,0.73,1,0,0.96,1,3.16,0
mango.com.bd,mangd.com.bd,2017-10,1,12,12,08-OCT-17 08.38.00.330000000 AM,0.78,2,1,0.82,1,54.96,1
mango.com.bd,mangeno.com.bd,2017-10,0,12,14,08-OCT-17 08.38.06.524000000 AM,0.51,2,1,0.83,2,48.77,2
mango.com.bd,mangeno.com.bd,2017-10,0,12,14,08-OCT-17 08.38.10.519000000 AM,0.51,2,1,0.83,2,44.77,2
mango.com.bd,mangn.com.bd,2017-10,1,12,12,08-OCT-17 08.38.50.082000000 AM,0.73,2,1,0.82,1,5.21,1
markets.com.bd,markelis.com.bd,2017-10,1,14,15,08-OCT-17 08.56.45.732000000 AM,0.58,3,1,0.81,2,6,1
markets.com.bd,marketon.com.bd,2017-10,1,14,15,08-OCT-17 08.56.51.428000000 AM,0.58,3,0,0.81,2,0.3,0
norman.com.bd,nordman.com.bd,2017-10,1,13,14,08-OCT-17 09.05.50.868000000 AM,0.74,1,1,0.88,1,16.29,2
norman.com.bd,norean.com.bd,2017-10,1,13,13,08-OCT-17 09.05.52.450000000 AM,0.75,2,1,0.83,1,14.71,2
masara.com.bd,masaba.com.bd,2017-10,1,13,13,08-OCT-17 09.06.21.912000000 AM,0.75,2,1,0.83,1,19.42,1
norwest.com.bd,north-west.com.bd,2017-10,0,14,17,08-OCT-17 09.06.25.517000000 AM,0.41,3,2,0.83,3,25.15,2
norton.com.bd,northampton.com.bd,2017-10,0,13,18,08-OCT-17 09.06.26.408000000 AM,0.23,5,0,0.83,5,18.65,1
norwest.com.bd,northest.com.bd,2017-10,1,14,15,08-OCT-17 09.06.34.835000000 AM,0.58,3,2,0.81,2,15.83,2
nursing.com.bd,nurling.com.bd,2017-10,1,14,14,08-OCT-17 09.10.47.095000000 AM,0.76,2,1,0.85,1,9.03,1
masters.com.bd,masteran.com.bd,2017-10,1,14,15,08-OCT-17 09.12.25.138000000 AM,0.58,2,0,0.81,2,5.34,0
office.com.bd,offic.com.bd,2017-10,1,13,12,08-OCT-17 09.20.31.749000000 AM,0.73,1,1,0.87,1,0.64,1
offices.com.bd,offic.com.bd,2017-10,1,14,12,08-OCT-17 09.20.31.749000000 AM,0.51,2,1,0.83,2,7.03,2
offices.com.bd,officaries.com.bd,2017-10,0,14,17,08-OCT-17 09.20.32.082000000 AM,0.41,3,1,0.83,3,6.69,2
offices.com.bd,officerless.com.bd,2017-10,0,14,18,08-OCT-17 09.20.38.244000000 AM,0.32,4,1,0.87,4,0.53,1
offices.com.bd,officers.com.bd,2017-10,1,14,15,08-OCT-17 09.20.38.463000000 AM,0.76,1,1,0.89,1,0.31,1
orbit.com.bd,orbic.com.bd,2017-10,1,12,12,08-OCT-17 09.33.01.117000000 AM,0.73,2,1,0.82,1,14.75,1
mcafee.com.bd,mcabee.com.bd,2017-10,1,13,13,08-OCT-17 09.34.13.981000000 AM,0.75,1.41,0,0.83,1,4.12,1
sunbeams.edu.bd,sunbeamed.edu.bd,2017-10,1,15,16,08-OCT-17 09.35.35.633000000 AM,0.66,2,0,0.83,2,0.33,0
mcdonalds.com.bd,mcdonaldiii.com.bd,2017-10,0,16,18,08-OCT-17 09.43.35.495000000 AM,0.46,4,0,0.81,3,0.93,0
outland.com.bd,outlaid.com.bd,2017-10,1,14,14,08-OCT-17 09.47.25.542000000 AM,0.76,2,1,0.85,1,0.92,1
outline.com.bd,outlie.com.bd,2017-10,1,14,13,08-OCT-17 09.47.33.351000000 AM,0.74,1,1,0.88,1,1.86,1
medic.com.bd,medanic.com.bd,2017-10,1,12,14,08-OCT-17 10.09.22.843000000 AM,0.51,2,2,0.83,2,57.98,1
medicine.com.bd,medici.com.bd,2017-10,1,15,13,08-OCT-17 10.10.26.099000000 AM,0.53,2,1,0.85,2,0.3,1
medicine.com.bd,medicis.com.bd,2017-10,1,15,14,08-OCT-17 10.10.26.518000000 AM,0.58,2.41,1,0.81,2,3.89,1
painting.com.bd,paint-mixing.com.bd,2017-10,0,15,19,08-OCT-17 10.23.43.068000000 AM,0.33,4,0,0.81,4,7.32,1
painting.com.bd,paint-mixing.com.bd,2017-10,0,15,19,08-OCT-17 10.23.47.045000000 AM,0.33,4,0,0.81,4,3.35,1
paramedical.com.bd,paramedic.com.bd,2017-10,1,18,16,08-OCT-17 10.39.32.172000000 AM,0.59,2,0,0.88,2,0.27,0
mercury.com.bd,mercure.com.bd,2017-10,1,14,14,08-OCT-17 10.40.37.305000000 AM,0.76,2,0,0.85,1,1.24,0
mercury.com.bd,mercurlo.com.bd,2017-10,1,14,15,08-OCT-17 10.40.38.233000000 AM,0.58,3,0,0.81,2,0.32,0
payment.com.bd,pay-rent.com.bd,2017-10,1,14,15,08-OCT-17 10.54.30.805000000 AM,0.58,3,1,0.81,2,14,1
pencil.com.bd,pencel.com.bd,2017-10,1,13,13,08-OCT-17 11.04.02.459000000 AM,0.75,2,0,0.83,1,0.92,0
perfects.com.bd,perfecta.com.bd,2017-10,1,15,15,08-OCT-17 11.09.36.673000000 AM,0.78,1,0,0.86,1,16.39,0
perfects.com.bd,perfectness.com.bd,2017-10,0,15,18,08-OCT-17 11.09.48.237000000 AM,0.43,3,0,0.84,3,4.83,0
perfects.com.bd,perfecto.com.bd,2017-10,1,15,15,08-OCT-17 11.09.52.429000000 AM,0.78,2,0,0.86,1,0.64,0
personal.com.bd,person.com.bd,2017-10,1,15,13,08-OCT-17 11.15.48.359000000 AM,0.53,2,0,0.85,2,4.92,0
miracle.com.bd,mirabile.com.bd,2017-10,1,14,15,08-OCT-17 11.25.35.486000000 AM,0.58,3,1,0.81,2,5.99,1
miracle.com.bd,mirabile.com.bd,2017-10,1,14,15,08-OCT-17 11.25.39.476000000 AM,0.58,3,1,0.81,2,2,1
picasso.com.bd,picao.com.bd,2017-10,0,14,12,08-OCT-17 11.33.03.772000000 AM,0.51,2,1,0.83,2,4.06,2
picasso.com.bd,picas.com.bd,2017-10,1,14,12,08-OCT-17 11.33.07.819000000 AM,0.51,2,1,0.83,2,0.01,0
pigment.com.bd,pigmeat.com.bd,2017-10,1,14,14,08-OCT-17 11.36.07.865000000 AM,0.76,2,1,0.85,1,0.31,1
pigment.com.bd,pigmental.com.bd,2017-10,1,14,16,08-OCT-17 11.36.10.297000000 AM,0.55,2,0,0.86,2,1.87,0
pizza.com.bd,pizazzy.com.bd,2017-10,0,12,14,08-OCT-17 11.43.27.563000000 AM,0.39,3,1,0.83,3,0.3,2
pizza.com.bd,pizzazz.com.bd,2017-10,1,12,14,08-OCT-17 11.43.28.083000000 AM,0.58,2,0,0.83,2,3.79,2
places.com.bd,placentas.com.bd,2017-10,0,13,16,08-OCT-17 11.43.42.056000000 AM,0.39,3,1,0.81,3,3.36,1
moinuddin.com.bd,moiduddin.com.bd,2017-10,1,16,16,08-OCT-17 11.48.34.265000000 AM,0.79,2,1,0.87,1,9.05,1
archaeology.gov.bd,archaeogeology.gov.bd,2017-10,0,18,21,08-OCT-17 11.49.44.982000000 AM,0.47,3,1,0.92,3,6.54,1
archaeology.gov.bd,archaeologian.gov.bd,2017-10,0,18,20,08-OCT-17 11.49.46.590000000 AM,0.5,4,0,0.83,3,4.93,0
archaeology.gov.bd,archaeological.gov.bd,2017-10,0,18,21,08-OCT-17 11.49.47.212000000 AM,0.39,5,0,0.81,4,4.31,0
archaeology.gov.bd,archaeological.gov.bd,2017-10,0,18,21,08-OCT-17 11.49.51.213000000 AM,0.39,5,0,0.81,4,0.31,0
architecture.gov.bd,architect.gov.bd,2017-10,0,19,16,08-OCT-17 11.51.17.589000000 AM,0.44,3,0,0.85,3,2.52,0
architecture.gov.bd,architects.gov.bd,2017-10,0,19,17,08-OCT-17 11.51.19.140000000 AM,0.48,3.41,0,0.82,3,0.97,0
architecture.gov.bd,architectural.gov.bd,2017-10,1,19,20,08-OCT-17 11.51.19.464000000 AM,0.67,3,0,0.86,2,0.65,0
architecture.gov.bd,architecturally.gov.bd,2017-10,0,19,22,08-OCT-17 11.51.19.791000000 AM,0.41,5,0,0.82,4,0.32,0
point.com.bd,poind.com.bd,2017-10,1,12,12,08-OCT-17 11.59.53.212000000 AM,0.73,2,0,0.82,1,1.86,0
point.com.bd,poine.com.bd,2017-10,1,12,12,08-OCT-17 11.59.53.832000000 AM,0.73,2,2,0.82,1,1.24,2
probity.com.bd,probability.com.bd,2017-10,0,14,18,08-OCT-17 01.00.57.050000000 AM,0.32,4,1,0.87,4,22.9,1
probity.com.bd,probits.com.bd,2017-10,1,14,14,08-OCT-17 01.01.19.627000000 AM,0.76,2,0,0.85,1,0.32,0
product.com.bd,produces.com.bd,2017-10,1,14,15,08-OCT-17 01.04.33.102000000 AM,0.58,3,0,0.81,2,4.95,1
mutual.com.bd,mutnal.com.bd,2017-10,1,13,13,08-OCT-17 01.05.33.254000000 AM,0.75,2,2,0.83,1,31.71,2
gphispat.com.bd,gphispat.bd,2017-10,1,15,11,08-OCT-17 10.01.11.983000000 AM,0.26,4,0,0.83,4,48.47,0
nextech.com.bd,nextechbd.com.bd,2017-10,1,14,16,08-OCT-17 11.01.40.963000000 AM,0.55,2,0,0.86,2,36.13,0
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,08-OCT-17 10.49.37.902000000 AM,0.46,3,0,0.86,3,0,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,08-OCT-17 10.07.36.657000000 AM,0.88,1,0,0.91,1,41.39,0
cphs.edu.bd,cphgs.edu.bd,2017-10,1,11,12,08-OCT-17 10.19.43.908000000 AM,0.71,1,0,0.86,1,27.41,2
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,08-OCT-17 10.37.51.451000000 AM,0.46,3,0,0.86,3,0.01,0
atgovtcollege.edu.bd,atgovcollege.edu.bd,2017-10,1,20,19,08-OCT-17 11.34.31.887000000 AM,0.81,1,0,0.92,1,0.05,0
vipshop.com.bd,vipshop24.com.bd,2017-10,1,14,16,08-OCT-17 09.04.18.312000000 AM,0.55,2,0,0.86,2,0.26,0
nationalsavings.gov.bd,naionalsavings.gov.bd,2017-10,1,22,21,08-OCT-17 12.24.48.693000000 AM,0.82,1,2,0.93,1,37.62,2
educationboard.gov.bd,tecnicaleducationboard.gov.bd,2017-10,0,21,29,08-OCT-17 10.55.32.619000000 AM,0.18,8,4,0.83,8,25.45,3
nextech.com.bd,nextechbd.com.bd,2017-10,1,14,16,08-OCT-17 08.05.39.617000000 AM,0.55,2,0,0.86,2,54.09,0
deobogra.gov.bd,bogradeo.gov.bd,2017-10,0,15,15,08-OCT-17 04.44.16.839000000 AM,0.28,6,3,0.86,6,27.56,2
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,08-OCT-17 03.58.09.796000000 AM,0.46,3,0,0.86,3,0.01,0
bangladesh.gov.bd,bangladesh.bd,2017-10,1,17,13,08-OCT-17 03.23.22.220000000 AM,0.3,4,0,0.86,4,7.13,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,08-OCT-17 01.32.26.490000000 AM,0.88,1,0,0.91,1,20.83,0
xiclassadmission.gov.bd,xiadmission.gov.bd,2017-10,0,23,18,08-OCT-17 02.00.33.129000000 AM,0.29,5,2,0.82,5,18.62,2
pabna.gov.bd,berapabna.gov.bd,2017-10,0,12,16,08-OCT-17 02.12.26.641000000 AM,0.27,4,4,0.85,4,3.05,3
pabna.gov.bd,berpabna.gov.bd,2017-10,0,12,15,08-OCT-17 02.12.27.102000000 AM,0.36,3,4,0.88,3,2.59,3
daraz.com.bd,darz.com.bd,2017-10,1,12,11,08-OCT-17 03.00.57.081000000 AM,0.71,1,0,0.86,1,5.88,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,08-OCT-17 04.28.41.678000000 AM,0.88,1,0,0.91,1,58.84,0
dghs.gov.bd,eghs.gov.bd,2017-10,1,11,11,08-OCT-17 01.48.53.804000000 AM,0.71,1,1,0.9,1,51.51,1
ahcollege.gov.bd,ahollege.gov.bd,2017-10,1,16,15,08-OCT-17 02.44.10.548000000 AM,0.77,1,2,0.9,1,24.63,1
xiclassadmission.gov.bd,xiclassadmisson.gov.bd,2017-10,1,23,22,08-OCT-17 05.25.49.316000000 AM,0.9,1,0,0.93,1,11.5,0
mistri.com.bd,mist.com.bd,2017-10,0,13,11,08-OCT-17 01.55.26.194000000 AM,0.49,2,1,0.82,2,26.36,1
hangersplus.com.bd,hangerplus.com.bd,2017-10,1,18,17,08-OCT-17 02.31.18.827000000 AM,0.79,1,0,0.91,1,0.01,0
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,08-OCT-17 05.07.40.719000000 AM,0.46,3,0,0.86,3,0.01,0
karmasangsthanbank.gov.bd,karmasgthanbank.gov.bd,2017-10,0,25,22,08-OCT-17 03.07.11.587000000 AM,0.52,3,0,0.84,3,28.97,0
cargo.com.bd,aircargo.com.bd,2017-10,0,12,15,08-OCT-17 04.24.31.226000000 AM,0.36,3,2,0.88,3,1.08,2
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,08-OCT-17 01.50.40.429000000 AM,0.46,3,0,0.86,3,0,0
provider.com.bd,provide.com.bd,2017-10,1,15,14,08-OCT-17 01.15.46.673000000 AM,0.76,1,0,0.89,1,1,0
prudent.com.bd,prude.com.bd,2017-10,0,14,12,08-OCT-17 01.16.20.430000000 AM,0.51,2,1,0.83,2,0.63,1
nasir.com.bd,naser.com.bd,2017-10,1,12,12,08-OCT-17 01.36.29.916000000 AM,0.73,2,0,0.82,1,46.98,0
nasir.com.bd,naser.com.bd,2017-10,1,12,12,08-OCT-17 01.36.33.916000000 AM,0.73,2,0,0.82,1,42.98,0
nasir.com.bd,nasif.com.bd,2017-10,1,12,12,08-OCT-17 01.37.07.618000000 AM,0.73,1,1,0.82,1,9.28,1
revel.com.bd,reveal.com.bd,2017-10,1,12,13,08-OCT-17 02.51.37.823000000 AM,0.73,1,0,0.87,1,4.63,0
revel.com.bd,reveal.com.bd,2017-10,1,12,13,08-OCT-17 02.51.41.826000000 AM,0.73,1,0,0.87,1,0.63,0
revel.com.bd,reveled.com.bd,2017-10,0,12,14,08-OCT-17 02.51.45.923000000 AM,0.51,2,1,0.83,2,0.52,1
offer.com.bd,offen.com.bd,2017-10,1,12,12,08-OCT-17 02.57.35.079000000 AM,0.76,2,1,0.82,1,4.47,1
charity.gov.bd,charita.gov.bd,2017-10,1,14,14,08-OCT-17 03.00.33.378000000 AM,0.76,2,0,0.85,1,1.86,0
charity.gov.bd,charitably.gov.bd,2017-10,0,14,17,08-OCT-17 03.00.33.985000000 AM,0.41,3,1,0.83,3,1.25,1
charity.gov.bd,chariton.gov.bd,2017-10,1,14,15,08-OCT-17 03.00.34.921000000 AM,0.58,3,1,0.81,2,0.32,1
rocket.com.bd,rocked.com.bd,2017-10,1,13,13,08-OCT-17 03.06.37.574000000 AM,0.75,2,0,0.83,1,1.58,0
roots.com.bd,roofs.com.bd,2017-10,1,12,12,08-OCT-17 03.09.33.193000000 AM,0.8,1.41,1,0.82,1,26.94,1
roots.com.bd,rooks.com.bd,2017-10,1,12,12,08-OCT-17 03.09.39.343000000 AM,0.73,2,2,0.82,1,20.79,1
roots.com.bd,rootlets.com.bd,2017-10,0,12,15,08-OCT-17 03.09.59.513000000 AM,0.37,3,2,0.88,3,0.62,2
rosewood.com.bd,rosetta-wood.com.bd,2017-10,0,15,19,08-OCT-17 03.11.47.172000000 AM,0.33,4,1,0.81,4,0.41,1
sells.com.bd,sellars.com.bd,2017-10,0,12,14,09-OCT-17 12.51.51.207000000 AM,0.51,2,2,0.83,2,27.15,2
sells.com.bd,sellors.com.bd,2017-10,0,12,14,09-OCT-17 12.52.17.613000000 AM,0.51,2,2,0.83,2,0.75,2
server.com.bd,served.com.bd,2017-10,1,13,13,09-OCT-17 01.09.45.597000000 AM,0.75,1.41,1,0.83,1,5.61,1
server.com.bd,servel.com.bd,2017-10,1,13,13,09-OCT-17 01.09.48.989000000 AM,0.75,2,1,0.83,1,2.22,1
server.com.bd,served.com.bd,2017-10,1,13,13,09-OCT-17 01.09.49.603000000 AM,0.75,1.41,1,0.83,1,1.61,1
server.com.bd,serverini.com.bd,2017-10,0,13,16,09-OCT-17 01.09.54.573000000 AM,0.39,3,0,0.81,3,0.61,0
shain.com.bd,shaikun.com.bd,2017-10,0,12,14,09-OCT-17 01.21.35.677000000 AM,0.51,2,2,0.83,2,1.58,2
shell.com.bd,shekhel.com.bd,2017-10,0,12,14,09-OCT-17 01.36.10.587000000 AM,0.39,3,2,0.83,3,51.28,2
shell.com.bd,shelf.com.bd,2017-10,1,12,12,09-OCT-17 01.36.41.569000000 AM,0.73,2,2,0.82,1,20.3,2
shell.com.bd,shelf.com.bd,2017-10,1,12,12,09-OCT-17 01.36.45.581000000 AM,0.73,2,2,0.82,1,16.29,2
ships.com.bd,shipes.com.bd,2017-10,1,12,13,09-OCT-17 01.48.59.226000000 AM,0.73,1,0,0.87,1,36.47,0
ships.com.bd,shipos.com.bd,2017-10,1,12,13,09-OCT-17 01.49.18.944000000 AM,0.73,1,0,0.87,1,16.75,0
ships.com.bd,shipp.com.bd,2017-10,1,12,12,09-OCT-17 01.49.25.093000000 AM,0.73,2,0,0.82,1,10.6,2
shirt.com.bd,shirm.com.bd,2017-10,1,12,12,09-OCT-17 01.50.33.936000000 AM,0.73,2,1,0.82,1,31.76,1
shirt.com.bd,shiro.com.bd,2017-10,1,12,12,09-OCT-17 01.50.40.171000000 AM,0.73,2,2,0.82,1,25.53,2
shoes.com.bd,shoen.com.bd,2017-10,1,12,12,09-OCT-17 01.55.57.930000000 AM,0.73,2,2,0.82,1,10.12,1
shopper.com.bd,shomper.com.bd,2017-10,1,14,14,09-OCT-17 01.57.39.014000000 AM,0.76,2,2,0.85,1,59.06,2
singer.com.bd,sindlinger.com.bd,2017-10,0,13,17,09-OCT-17 02.31.25.000000000 AM,0.3,4,2,0.86,4,49.79,2
singer.com.bd,singe.com.bd,2017-10,1,13,12,09-OCT-17 02.31.59.367000000 AM,0.73,1,1,0.87,1,15.42,2
skylark.com.bd,skylarchuk.com.bd,2017-10,0,14,17,09-OCT-17 02.54.51.405000000 AM,0.41,3,0,0.83,3,0.31,0
society.com.bd,socie.com.bd,2017-10,0,14,12,09-OCT-17 03.18.20.278000000 AM,0.51,2,2,0.83,2,0.45,2
socks.com.bd,socki.com.bd,2017-10,1,12,12,09-OCT-17 03.18.24.944000000 AM,0.73,2,2,0.82,1,2.47,2
socks.com.bd,socknes.com.bd,2017-10,0,12,14,09-OCT-17 03.18.26.176000000 AM,0.51,2,1,0.83,2,1.24,2
solar.com.bd,solak.com.bd,2017-10,1,12,12,09-OCT-17 03.22.25.546000000 AM,0.73,2,2,0.82,1,10.53,1
solar.com.bd,solao.com.bd,2017-10,1,12,12,09-OCT-17 03.22.34.219000000 AM,0.73,2,2,0.82,1,1.86,2
solar.com.bd,solapurkar.com.bd,2017-10,0,12,17,09-OCT-17 03.22.34.839000000 AM,0.22,5,2,0.81,5,1.24,2
songs.com.bd,songa.com.bd,2017-10,1,12,12,09-OCT-17 03.28.04.868000000 AM,0.73,1,1,0.82,1,21.48,1
